"ind","catg","headline","body","imageurl","readmoreurl","inblockId"
"408","business","India may see $50 bn mergers, acquisitions in 2018: Assocham","India is likely to see mergers and acquisitions (M&A) worth $50 billion (₹3.1 lakh crore) in 2018, according to apex industry body Assocham. This is based on trends in 2017 when India's M&A transactions jumped 170% in valuations and over 70% in the number of transactions. There were a total of 944 transactions in 2017 worth $46.5 billion.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/2jan/inshorts_image_1514899856408_865.jpg?resize=400px:*","http://www.ibtimes.co.in/india-see-50-bn-mergers-acquisitions-2018-assocham-755259?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"409","business","Perform if we don't want to perish: Air India MD to staff","In a message to employees, Air India Chairman and Managing Director Pradeep Singh Kharola has said, ""We have to perform if we do not want to perish."" ""We have to adopt a professional and productive work culture which will hold the key for our turnaround,"" he added. This comes while the government is working on strategic disinvestment of the airline.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/31dec/inshorts_image_1514724366489_104.jpg?resize=400px:*","http://indiatoday.intoday.in/story/perform-or-perish-air-india-chief-to-employees/1/1121090.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"410","business","No single rate for all items under GST: FM Arun Jaitley","Finance Minister Arun Jaitley on Tuesday ruled out having a single rate for all commodities under the GST regime. He said the countries which had applied a uniform tax rate were countries whose entire population was above the poverty line. While the question of a single slab in India does not arise, the process of rationalisation would continue, he added.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/2jan/inshorts_image_1514902237311_503.jpg?resize=400px:*","https://www.outlookindia.com/newsscroll/no-single-rate-for-all-items-under-gst-jaitley/1221318?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"411","business","E-commerce sites must show MRP, other details from today","The Centre has made it mandatory for e-commerce firms to display the maximum retail price (MRP) on goods from today. Amendments in this regard were made to the Legal Metrology (packaged commodities) Rules in June 2017. Along with MRP, the companies have to display manufacturing and expiry date, net quantity, country of origin and consumer care details on the label.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/1jan/inshorts_image_1514810708948_606.jpg?resize=400px:*","http://www.hindustantimes.com/business-news/mrp-other-details-must-for-items-sold-online-from-now/story-pTcdV0VuIpJrK46ThX192I.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"412","business","Star India to be probed over high fee on cable operator","The Competition Commission of India has ordered a probe against Star India and its officials over alleged abuse of dominant position in broadcasting services market in Kerala. This follows a complaint alleging that Star charged a cable operator excessive licence fee as compared to bigger operators in Kerala. It also alleged that Star showed such disparity to eliminate small-scale broadcasters.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/31dec/inshorts_image_1514715177679_892.jpg?resize=400px:*","http://etnow.timesnownews.com/business-economy/article/competition-commission-of-india-orders-probe-against-star-india/183618?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"413","business","Macau casinos post first annual revenue gain in 3 years","Casino revenue in the world's biggest gambling hub of Macau rose for the first time in three years in 2017. Data from the Chinese territory's Gaming Inspection and Coordination Bureau showed that revenues rose 19% for 2017 to over $33 billion.  Notably, Macau is the only place where casino gambling is legal in China.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/1jan/inshorts_image_1514804139830_750.jpg?resize=400px:*","https://in.reuters.com/article/macau-gambling-revenues/macau-casinos-post-first-annual-revenue-gain-in-3-years-idINKBN1EQ0RH?feedType=RSS&feedName=businessNews&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+reuters%2FINbusinessNews+%28News+%2F+IN+%2F+Business+News%29&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"414","business","Govt to form national policy for retail trade: Traders' body","Traders' body CAIT has said Commerce Minister Suresh Prabhu has assured them that the government would formulate a national policy for retail trade. The policy will apply to all verticals, including small business, big retail, e-commerce and direct selling, CAIT said. In a meeting with Prabhu, CAIT Secretary General Praveen Khandelwal also alleged that e-commerce portals are violating FDI norms.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/1jan/inshorts_image_1514812007421_266.jpg?resize=400px:*","http://indiatoday.intoday.in/story/prabhu-assures-national-policy-for-retail-trade-cait/1/1121196.htmlha?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"415","business","British CEO, family die in seaplane crash on New Year's Eve","Richard Cousins, the CEO of British catering giant Compass Group, has died in a seaplane crash near Sydney, Australia, on New Year's Eve that also killed four of his family members. The cause of the crash is unknown while all six people on board were killed. Victims include Cousins' two sons, his fiancée, her daughter aged 11, and the pilot.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/1jan/inshorts_image_1514800354391_725.jpg?resize=400px:*","https://www.reuters.com/article/us-australia-seaplane/compass-group-chief-five-others-dead-in-sydney-seaplane-crash-idUSKBN1EQ0O3?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"416","business","Approaching govt to consider hybrid cars in EV plan: Toyota","Toyota Kirloskar Motor has said the company is approaching the government to consider hybrid cars as part of India's drive towards electric vehicles (EVs). Hybrids will help in the transition to electric vehicles, Senior Vice President N Raja said. He added that getting a car in India which runs on electricity largely generated by burning coals doesn't help much.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/1jan/inshorts_image_1514808077766_474.jpg?resize=400px:*","http://indiatoday.intoday.in/story/approaching-govt-to-consider-hybrids-in-ev-drive-toyota/1/1120938.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"417","business","E-commerce markets should have no-fake policy: Mohandas Pai","Former Infosys CFO Mohandas Pai has said, ""The e-commerce market places need to have a no-fake policy to address problems relating to selling fake products on their platforms."" Pai also said that the market places should build a good review mechanism to keep a quality check on products. ""They should also take down sites selling such fake products,"" he added.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/31dec/inshorts_image_1514720137821_545.jpg?resize=400px:*","http://www.bgr.in/news/e-commerce-market-places-should-have-no-fake-policy/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"418","business","If TN was stock, I'd be buying now: Mahindra on Rajinikanth","Mahindra Group Chairman Anand Mahindra on Sunday tweeted that if Tamil Nadu was stock, he would be ""bullish and going long on it right now"". This comes after Tamil actor Rajinikanth announced his decision to enter politics. Rajinikanth said he would float his own political party to contest the next state Assembly elections from all 234 constituencies.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/31dec/inshorts_image_1514719247122_371.jpg?resize=400px:*","https://twitter.com/anandmahindra/status/947400865043816448?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"419","business","₹14,500cr generated via Bharat 22 Exchange Traded Fund","The government has revealed that ₹14,500 crore has been raised through its Bharat 22 Exchange Traded Fund (ETF). The fund is to benefit long-term and retail investors by providing an opportunity to purchase equity stocks of government-run companies and earn stable returns. The fund has 22 companies including central public sector enterprises and public sector banks among others.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30dec/inshorts_image_1514641407312_604.jpg?resize=400px:*","http://www.newindianexpress.com/business/2017/dec/30/rs-14500-crore-generated-through-bharat-22-exchange-traded-fund-centre-1740281.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"420","business","Foreign bank ATMs in India fell 18% over last three years","The presence of foreign bank ATMs in India has declined by 18% from 1,141 to 934 between September 2014 and September 2017, according to RBI data. The reason for the reduction is mainly due to banks like the UK-based Royal Bank of Scotland and South Africa-based FirstRand Bank closing their retail operations in India.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/1jan/inshorts_image_1514796306077_408.jpg?resize=400px:*","http://indiatoday.intoday.in/story/foreign-bank-atms-fell-18percent-over-last-three-years-govt/1/1121120.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"421","business","Anand Mahindra offers help to Mangaluru woman entrepreneur","Mahindra Group Chairman Anand Mahindra tweeted he was interested to invest in the mobile truck food business run by a woman entrepreneur in Mangaluru. This came after reports that the 34-year-old woman named Shilpa was planning to start her second food truck outlet. ""I will personally invest in her expansion by supplying a Bolero for the second outlet,"" Mahindra tweeted.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30dec/inshorts_image_1514629287454_722.jpg?resize=400px:*","http://indiatoday.intoday.in/story/anand-mahindra-offers-help-to-mengaluru-woman-entrepreneur/1/1120295.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"422","business","Shape up or face closure: PNB chief to loss-making branches","Managing Director of Indian public sector lender Punjab National Bank (PNB), Sunil Mehta, has put 300 branches under investigation and asked all loss-making branches to either shape up within a year or face closure or merger. He, however, clarified that not all of them are loss-making, and some are marginally profit making. PNB has about 7,000 branches across the country.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2018/2jan/inshorts_image_1514901673488_899.jpg?resize=400px:*","http://etnow.timesnownews.com/business-economy/article/shape-up-or-face-music-pnb-chief-tells-300-bank-branches/184062?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"423","business","SEBI imposes ₹1-crore penalty on IHI Developers India","Markets regulator SEBI has imposed a penalty of ₹1 crore on IHI Developers India and its four directors for illegally garnering money from the public through plans for sale and purchase of land.  The firm was raising funds through investment contracts without registering with the regulator, SEBI said. A complaint had alleged that the firm doesn't actually own any land.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30dec/inshorts_image_1514633259720_197.jpg?resize=400px:*","http://indiatoday.intoday.in/story/sebi-imposes-rs-1-crore-penalty-on-ihi-developers-directors/1/1120429.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"424","business","Govt to issue notices to 5 telcos to recover over ₹2,500 cr","The Department of Telecommunications is likely to issue notices to five telecom operators to recover ₹2,578 crore following a CAG report. The CAG said the telcos, which include Tata Teleservices, Telenor, and Reliance Jio, understated revenues by over ₹14,800 crore causing shortfall to the government. The biggest defaulter among the five is Tata, with a total shortfall of ₹1,893.6 crore.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/31dec/inshorts_image_1514708427913_296.jpg?resize=400px:*","https://www.bloombergquint.com/business/2017/12/31/notices-likely-to-five-telecom-operators-to-recover-rs-2578-crore?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"425","business","Private sector can run airlines better than govt: Minister","Union Minister Jayant Sinha has said the private sector can run airlines business ""far better"" than the government. He added that this is why the government is also going through the strategic disinvestment process with Air India. ""We are hopeful that in the next six-eight months we will be able to find a winning bidder for Air India,"" he said.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30dec/inshorts_image_1514630278168_616.jpg?resize=400px:*","http://indiatoday.intoday.in/story/privatisation-can-bring-air-india-back-to-its-past-glorysinha/1/1120310.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"426","business","GST is going to change India's economy: Vice President Naidu","The Goods and Services Tax (GST) is going to change India's economy though it might have caused some pain initially, Vice President Venkaiah Naidu said on Saturday. ""As the World Bank report suggests, GST is going to be transformational, revolutionary tax system to change India's economy,"" he said. Any improvement in the tax system will ultimately help people, he added.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/31dec/inshorts_image_1514703286469_156.jpg?resize=400px:*","http://www.livemint.com/Politics/PEZn3Z3Uvvqxb3KY3gsJBL/GST-is-going-to-change-Indias-economy-Venkaiah-Naidu.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"427","business","McDonald's, Lifestyle served GST anti-profiteering notice ","The Finance Ministry has served notices to fashion retailer Lifestyle, McDonald's franchisee Hardcastle Restaurants, and a Hindustan Unilever dealer for allegedly not passing on the benefit of lower GST rates to consumers. The companies have been asked to provide copies of balance sheets and GST returns among others. Notably, the anti-profiteering authority has so far received 169 complaints.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/31dec/inshorts_image_1514702628823_981.jpg?resize=400px:*","http://www.newindianexpress.com/business/2017/dec/30/govt-slaps-anti-profiteering-notice-on-three-firms-1740673.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"428","business","India has potential to start 10,000 seaplanes: Nitin Gadkari","Transport Minister Nitin Gadkari has said that India has the potential of starting 10,000 seaplanes. ""We have 3 to 4 lakh ponds in India, plenty of dams, 2,000 river ports, 200 small ports and 12 major ports. It will cost less,"" he said. Gadkari added that he has asked Civil Aviation Minister Ashok Gajapathi Raju to formulate regulations for seaplanes.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/31dec/inshorts_image_1514721260974_642.jpg?resize=400px:*","http://www.businesstoday.in/current/economy-politics/india-to-have-10000-seaplanes-e-highways-on-anvil-says-nitin-gadkari/story/267075.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"429","business","50,000 Aadhaar enrolment operators suspended till date: Govt","The government has said nearly 50,000 enrolment operators have been suspended for violating the guidelines for Aadhaar enrolment till date. An operator is blacklisted on crossing certain threshold of errors during enrolment, it added. Earlier, the government revealed that 71.24 crore mobile numbers (new and re-verified) and 82 crore bank accounts had been linked with Aadhaar till December 8.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30dec/inshorts_image_1514620884632_368.jpg?resize=400px:*","https://www.businesstoday.in/pti-feed/50000-aadhaar-enrolment-operators-suspended-till-date-mos-it/story/266994.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","fuaooxay-1"
"430","business","Cryptocurrency trading can cause permanent money loss: Govt","The Finance Ministry has said in a statement that trading in Virtual Currencies (VCs) like Bitcoin can result in ""permanent loss of money"", as these currencies lack government authorisation. It also compared VCs to ""ponzi schemes"". ""The VCs don't have any intrinsic value and are not backed by any kind of assets,"" the ministry said.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29dec/inshorts_image_1514530943510_505.jpg?resize=400px:*","https://twitter.com/ETNOWlive/status/946603651191144448?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","f92msqbd-1"
"431","business","CEOs in India earn 229 times more than the average worker","The CEOs of top listed companies in India earn an average of $1.46 million annually, which is 229 times more than the average worker here, according to Bloomberg. India has the second-biggest gap worldwide after US' ratio of 265. Norway has the smallest margin, where CEOs got an average of $1.28 million, roughly equal to income generated by 20 people.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/28dec/inshorts_image_1514464120167_200.jpg?resize=400px:*","https://www.bloomberg.com/news/articles/2017-12-28/ceos-in-u-s-india-earn-the-most-compared-with-average-workers?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","f92msqbd-1"
"432","business","Eating at our east, north India outlets not safe: McDonald's","McDonald's India has warned its customers about ""serious compliance risks"" at its outlets run by Connaught Plaza Restaurants (CPRL) in north and east India. It said these restaurants needed to close down, since they aren't in line with its global standards pertaining to supplies and operations. This comes after CPRL got a new logistics partner and started reopening closed restaurants.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29dec/inshorts_image_1514544852599_749.jpg?resize=400px:*","http://www.india.com/business/eating-at-mcdonalds-outlet-in-east-and-north-india-not-safe-mcdonalds-2810858/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","f92msqbd-1"
"433","business","What were the biggest business controversies of 2017?","The year 2017 saw the Paradise Papers leak that detailed financial data on how corporates and ultra-rich individuals moved money to offshore tax havens. Vishal Sikka resigned as Infosys CEO in August which the board said was due to Co-founder Narayana Murthy's verbal attacks. Uber Co-founder Travis Kalanick resigned as the CEO following allegations of sexual harassment at his company.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/28dec/inshorts_image_1514471307198_184.jpg?resize=400px:*","https://repository.inshorts.com/full-page/inshorts/1be905c8-1bd3-49d0-9ebd-423c667f48f4?type=DETAILED_NEWS&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","f92msqbd-1"
"434","business","Mukesh's Jio to acquire wireless assets of Anil's RCom","Mukesh Ambani's Reliance Jio has signed a binding definitive agreement with brother Anil Ambani-led Reliance Communications for purchase of its wireless infrastructure assets. Jio will get spectrum, fibre assets and over 43,000 towers. RCom, which announced a ₹39,000 crore debt reduction plan, said it will utilise the proceeds of this deal solely for pre-payment of debt to its lenders.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/28dec/inshorts_image_1514466440344_176.jpg?resize=400px:*","https://www.bloombergquint.com/business/2017/12/28/mukesh-ambanis-reliance-jio-to-buy-rcoms-spectrum-and-towers?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","f92msqbd-1"
"435","business","Which Indian billionaires made the most money in 2017?","Reliance Industries Chairman Mukesh Ambani added $17.4 billion to his net worth in 2017, making him the biggest Indian billionaire gainer this year, according to Bloomberg. Adani Group Founder Gautam Adani, whose infrastructure group is India's largest coal trader, gained $5.66 billion this year. The world's largest steelmaker ArcelorMittal's Chairman Lakshmi Mittal gained $5.13 billion this year.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/23dec/inshorts_image_1514036761310_806.jpg?resize=400px:*","http://www.businesstoday.in/current/economy-politics/mukesh-ambani-net-worth-indian-billionaires-2017-bloomberg-ril/story/266811.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","f92msqbd-1"
"436","business","Dhirubhai Ambani once sold 'bhajias' to pilgrims in Gujarat","Reliance Industries Founder Dhirubhai Ambani, born on December 28, 1932, used to sell 'bhajias' to pilgrims in Gujarat at the age of 15. Ambani returned to India in 1957 from Yemen and started a yarn trading business from a 500 sq ft office in Mumbai. Currently, the combined net worth of his sons, Mukesh and Anil, is over $44 billion.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/28dec/inshorts_image_1514471502856_246.jpg?resize=400px:*","http://etnow.timesnownews.com/business-economy/photo-gallery/remembering-dhirubhai-ambani-on-85th-birth-anniversary-the-legend-who-shaped-destiny-of-millions/183086?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","f92msqbd-1"
"437","business","Apple's profit per handset 5 times more than Samsung: Report","Apple's average profit per handset was $151 (₹9,700) in the July-September quarter, five times more than its closest rival Samsung, according to research firm Counterpoint. Samsung had a profit per unit of $31 (₹2,000) in the same period. Further, Apple accounted for nearly 60% of total profits in mobile handset segment, followed by Samsung (26%) and Huawei (4.9%), Counterpoint said.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/27dec/inshorts_image_1514383162681_226.jpg?resize=400px:*","http://www.bgr.in/news/apple-logs-151-profit-per-handset-in-september-quarter-report/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","f92msqbd-1"
"438","business","Average annual pay for top US executives was $14.3 million","The average annual salary for the CEOs of the companies listed under US' S&P 500 index was around $14.25 million, according to Bloomberg. This is more than double that of their Canadian counterparts and 10 times greater than the top executives in India. The CEOs of these US companies earned 265 times more than the average worker there.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/28dec/inshorts_image_1514462356714_395.jpg?resize=400px:*","https://www.bloomberg.com/news/articles/2017-12-28/ceos-in-u-s-india-earn-the-most-compared-with-average-workers?cmpid=socialflow-twitter-business&utm_content=business&utm_campaign=socialflow-organic&utm_source=twitter&utm_medium=social&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","f92msqbd-1"
"439","business","India's economic growth slowed down in 2016-17: Govt","The government has said that the Indian economy slowed down in 2016-17, with the gross domestic product (GDP) declining drastically from 8% the previous year to 7.1%. Finance Minister Arun Jaitley said the slower growth reflected lower growth in the industry and services sectors. He added that this was due to many factors including structural, fiscal and monetary.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29dec/inshorts_image_1514553794401_890.jpg?resize=400px:*","http://www.hindustantimes.com/business-news/indian-economic-growth-slowed-down-in-2016-17-govt/story-Pl4jJLtJZEg2gaWOPQjAYM.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","f92msqbd-1"
"440","business","Citigroup to pay $11.5 million over wrong stock ratings","Citigroup will pay $11.5 million to resolve claims that a Citigroup brokerage unit showed wrong stock ratings on hundreds of stocks for about 5 years, according to US self-regulatory organisation FINRA. The unit showed wrong ratings, like ""buy"" instead of ""sell"", to brokers and customers. The inaccurate ratings affected 1,800 equity securities, representing over 38% of those covered by Citigroup.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29dec/inshorts_image_1514546905506_770.jpg?resize=400px:*","https://www.bloomberg.com/news/articles/2017-12-28/citigroup-fined-for-telling-clients-to-buy-when-it-meant-sell?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","f92msqbd-1"
"441","business","Over 25,800 online banking frauds reported in 2017","The government on Friday said over 25,800 fraud cases involving about ₹179 crore related to credit/debit cards and internet banking were reported in 2017. It added that 10,220 cases of such frauds were reported in the December quarter. Notably, Maharashtra had topped list of credit/debit card and online banking-related frauds in the fiscal 2016-17 with 380 cases involving ₹12.10 crore.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30dec/inshorts_image_1514617359807_277.jpg?resize=400px:*","http://www.livemint.com/Industry/5qv8uvgNJFmnXvLcri4boM/Over-25800-online-banking-fraud-cases-reported-in-2017-Gov.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","f92msqbd-1"
"442","business","Fine imposed by SEBI is without merit: Emami Chairman","Emami has said its Chairman RS Agarwal has informed that the ₹8-lakh fine imposed on him by SEBI is ""without merit"" and he will appeal a tribunal. SEBI had fined Agarwal for telling the media he wanted to buy Amrutanjan Healthcare (AHL) without first discussing it with the board. This led to an increased trading of AHL shares in 2010.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29dec/inshorts_image_1514557603080_749.jpg?resize=400px:*","http://indiatoday.intoday.in/story/emamis-agarwal-says-sebis-fine-sans-merit-will-challenge-it/1/1120259.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","f92msqbd-1"
"443","business","India's April-Nov fiscal deficit hits 112% of full-yr target","India's fiscal deficit for April-November reached 112% of the budgeted target for the current fiscal year that ends in March 2018. The fiscal deficit stood at ₹6.12 trillion and net tax receipts in the first eight months were ₹6.99 trillion, government data showed. The government on Wednesday said it would borrow an additional ₹50,000 crore during the current fiscal.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29dec/inshorts_image_1514544260409_181.jpg?resize=400px:*","https://in.reuters.com/article/india-economy-deficit/indias-april-nov-fiscal-deficit-hits-112-percent-of-full-year-target-idINKBN1EN0M8?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","f92msqbd-1"
"444","business","RCom shares up 30% on Jio deal, surge 280% over last 3 weeks","Shares of Anil Ambani-led Reliance Communications (RCom) surged nearly 30% during intraday trade on Friday, after Mukesh Ambani's Reliance Jio said it will acquire RCom's wireless infrastructure assets. RCom shares have surged over 280% over the last three weeks. RCom said the proceeds of this deal will be used solely for pre-payment of debt to its lenders.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29dec/inshorts_image_1514546569455_321.jpg?resize=400px:*","http://www.livemint.com/Money/30lcAolrV7p4SzOUq4H4gO/RCom-shares-surge-over-280-in-last-three-weeks.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","f92msqbd-1"
"445","business","Sensex ends 28% higher, Nifty up by 29% in 2017","Benchmark indices BSE Sensex and NSE Nifty closed the calendar year 2017 higher by 28% and 29% respectively. Sensex closed at a record high of 34,056.83 points compared to last year's close at 26,626.46. The Nifty 50 index closed at 10,530.70 points compared with its close in 2016 at 8,185.80 points.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29dec/inshorts_image_1514549691682_733.jpg?resize=400px:*","http://www.newindianexpress.com/business/2017/dec/29/sensex-ends-28-per-cent-higher-nifty-by-29-per-cent-in-2017-1739675.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","f92msqbd-1"
"446","business","Ripple becomes world's second largest cryptocurrency","Bitcoin's rival cryptocurrency Ripple has surpassed Ethereum as the world's second largest cryptocurrency by market capitalisation. The price of Ripple rose to as much as $2.84 on Saturday, climbing more than 90% in 24 hours. The market capitalisation of Ripple reached more than $110 billion and the cryptocurrency has surged over 47,200% year-to-date.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30dec/inshorts_image_1514613862491_651.jpg?resize=400px:*","https://www.bloomberg.com/news/articles/2017-12-29/ripple-s-ris-is-poised-to-rain-on-ether-s-flippening-parade?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","f92msqbd-1"
"447","business","Bitcoin exchange hit by hackers after official was kidnapped","UK-based Bitcoin exchange Exmo was hit by a Distributed Denial of Server (DDoS) cyber attack on Thursday, just days after one of Exmo's leading analysts was kidnapped. The hack, which Exmo confirmed in a post on Twitter, briefly shut down the exchange's site. However, Exmo said it is still unclear if the cyber attack had any connection to the kidnapping. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/30dec/inshorts_image_1514623899207_384.jpg?resize=400px:*","http://www.ibtimes.co.uk/exmo-hack-uk-bitcoin-exchange-hit-ddos-attack-days-after-lead-analyst-was-kidnapped-1653141?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","f92msqbd-1"
"448","business","McDonald's outlets reopen as CPRL gets new logistics partner","CPRL, the north and east India licensee of McDonald's, has partnered with a new logistics firm and has started reopening about 84 closed restaurants. Original logistics partner Radhakrishna Foodland discontinued supply chain services to the company on December 20. This comes amid an ongoing legal battle between CPRL MD Vikram Bakshi and McDonald's over the termination of franchise agreement.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/28dec/inshorts_image_1514447684248_571.jpg?resize=400px:*","http://www.livemint.com/Companies/NUfGBMiz6eNdszFJP3wGEN/McDonalds-outlets-start-reopening-as-CRPL-finds-new-logisti.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","f92msqbd-1"
"449","business","McDonald's has 'double standards' in India: Vikram Bakshi","McDonald's India's estranged partner Vikram Bakshi alleged that the US fast food giant follows ""double standards"" for food safety and supplies in India. Bakshi's statement came after McDonald's India alleged lapses in food quality and safety by ""all facets of the supply chain"". Bakshi said it is ""indeed ironic"" that McDonald's conscience has suddenly awakened on food safety in India.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29dec/inshorts_image_1514546626469_717.jpg?resize=400px:*","http://www.newindianexpress.com/business/2017/dec/28/mcdonalds-follows-different-food-standards-for-india-vikram-bakshi-1739195.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","f92msqbd-1"
"450","business","Have requested FM to bring jet fuel under GST: Jayant Sinha","Union Minister Jayant Sinha on Thursday said that the Ministry of Civil Aviation has requested the Finance Ministry to include jet fuel under the ambit of GST. Jet fuel is a major cost component for airlines which constitutes between 35-40% of the overall expenses. Currently, petrochemical products like jet fuel don't come under the ambit of the GST.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/29dec/inshorts_image_1514548224134_207.jpg?resize=400px:*","http://www.newindianexpress.com/business/2017/dec/28/have-proposed-including-aviation-turbine-fuel-under-gst-civil-aviation-ministry-1738954.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","f92msqbd-1"
