"ind","catg","headline","body","imageurl","readmoreurl","inblockId"
"368","politics","PM Modi finally sees Rahul as serious competitor: Shiv Sena","In its mouthpieces 'Saamana' and 'Dopahar Ka Saamana', the Shiv Sena said that Prime Minister Narendra Modi has finally acknowledged Congress Vice President as a ""serious competitor"". Adding that Gandhi proved he is no more a ""Pappu"", it said that the BJP should have welcomed Rahul's temple trip as a victory of 'pro-Hindutva' forces.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6dec/inshorts_image_1512567453449_288.jpg?resize=400px:*","http://www.newindianexpress.com/nation/2017/dec/06/narendra-modi-finally-admits-rahul-gandhi-is-rival-shiv-sena-1719682.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ze1jsf8z-2"
"369","politics","JNU cancels Subramanian Swamy's talk on Ayodhya's Ram Temple","Delhi's Jawaharlal Nehru University has cancelled BJP leader Subramanian Swamy's talk titled 'Why Ram Mandir in Ayodhya?' scheduled on the 25th anniversary of Babri Masjid demolition on Wednesday. While university authorities have not divulged the reason for cancelling the talk, Swamy said the left-wing must have pressurised Vice Chancellor Jagadesh Kumar to take the decision.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6dec/inshorts_image_1512547861679_688.jpg?resize=400px:*","http://www.timesnownews.com/india/article/jawaharlal-nehru-university-jnu-subramanian-swamy-ram-mandir-in-ayodhya-bharatiya-janata-party-babri-masjid-demolition-rama-black-day/140593?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ze1jsf8z-2"
"370","politics","New tapes showing Hardik Patel with a girl leaked","A new set of videos allegedly showing Patidar leader Hardik Patel and two others with a girl has been leaked ahead of Gujarat Assembly elections. Patidar Anamat Andolan Samiti Co-convenor Dinesh Bambhania has accused BJP of releasing the ""fake and doctored"" videos to defame Hardik. This is the third set of such videos that has been leaked.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/7dec/inshorts_image_1512628059532_833.jpg?resize=400px:*","http://www.india.com/news/india/after-sex-video-new-tapes-allegedly-showing-hardik-patel-go-viral-ahead-of-gujarat-assembly-elections-2017-2722781/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ze1jsf8z-2"
"371","politics","Congress body unveils report on air pollution in Delhi","The All India Professionals' Congress has unveiled a report prepared by its Delhi chapter under Shashi Tharoor on the air pollution in the national capital. Slamming the Centre and the Delhi government for allegedly not doing enough to prevent rising air pollution levels, Tharoor said ensuring clean breathing air was the ""fundamental responsibility"" of any government.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/5dec/inshorts_image_1512491203792_734.jpg?resize=400px:*","http://www.hindustantimes.com/delhi-news/delhi-pollution-congress-issues-white-paper-tharoor-says-centre-not-doing-enough/story-ngMFwQuQp8il11V80hRuhP.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ze1jsf8z-2"
"372","politics","Cong more interested in Baba Bhole than Ambedkar: PM Modi","Inaugurating Dr Ambedkar International Centre, PM Narendra Modi on Thursday said Congress was more interested in Baba Bhole (Lord Shiva) than Baba (BR) Ambedkar. This was in reference to Congress Vice President Rahul Gandhi, who claimed his family members were devotees of Lord Shiva. PM Modi suggested the Nehru-Gandhi family had attempted to erase Ambedkar's contributions towards nation-building. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/7dec/inshorts_image_1512645019239_443.jpg?resize=400px:*","http://www.hindustantimes.com/india-news/modi-takes-jibe-at-rahul-says-congress-is-now-more-interested-in-baba-bhole-than-ambedkar/story-bkcmqNDC6Aa1RrznwVKyDP.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ze1jsf8z-2"
"373","politics","Rahul Gandhi only candidate in Congress president election","Congress Vice President Rahul Gandhi is the only candidate to be nominated in the party's presidential election. All the 89 nomination papers that were submitted proposed Gandhi's candidature, election Returning Officer M Ramachandran said on Tuesday. Gandhi is expected to take over from his mother Sonia Gandhi, who is the longest serving party president after being elected in 1998.  ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/5dec/inshorts_image_1512487054138_190.jpg?resize=400px:*","https://www.thequint.com/news/politics/rahul-gandhi-congress-president-elections-nominations?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ze1jsf8z-2"
"374","politics","PM Modi gifted govt hospital to his friend for 99 yrs: Rahul","Questioning PM Narendra Modi over the healthcare facilities in Gujarat, Congress Vice President Rahul Gandhi on Wednesday accused him of gifting his friend a government hospital in Bhuj for 99 years. This was reportedly in reference to the Gujarat government's decision to hand over the government hospital to a corporate house, Adani Group, under the public private partnership model.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/7dec/inshorts_image_1512647945881_427.jpg?resize=400px:*","http://www.india.com/news/india/rahul-gandhis-8th-question-to-pm-narendra-modi-is-on-healthcare-infant-mortality-accuses-him-of-gifting-govt-hospital-to-friend-2720072/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ze1jsf8z-2"
"375","politics","'Gabbar Singh Tax' affected agriculture: Rahul to PM Modi","Posting his ninth question for PM Narendra Modi, Rahul Gandhi has highlighted the problems faced by farmers, alleging that the ""Gabbar Singh Tax"" (GST) has affected the agriculture sector. He further said that the government neither waived off farm loans nor did it give proper price for crops, adding that the farmers didn't even get the crop insurance amount.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/7dec/inshorts_image_1512636725927_670.jpg?resize=400px:*","http://www.india.com/news/india/rahul-gandhi-posts-9th-question-for-pm-narendra-modi-ahead-of-gujarat-assembly-elections-2017-asks-why-such-stepmotherly-treatment-to-farmers-2723771/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","ze1jsf8z-2"
"376","politics","PM Modi terms Congress internal polls as 'Aurangzeb Raj'","After Congress Vice President Rahul Gandhi filed his nomination for the post of party president, Prime Minister Narendra Modi termed the Congress internal polls as 'Aurangzeb Raj'. Talking about senior Congress leader Mani Shankar Aiyar's ""the throne of the king will automatically go to the heir"" remark, PM Modi congratulated the Congress on their 'Aurangzeb Raj'.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4dec/inshorts_image_1512382752138_955.jpg?resize=400px:*","https://www.thequint.com/news/politics/rahul-gandhi-congress-president-elections-nominations?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"377","politics","How does the Indian National Congress elect its President?","If there is only one presidential nomination for the Indian National Congress, s/he is elected without contest. If there are multiple candidates, voting takes place and the winner needs over 50% votes. Otherwise, members of Pradesh Congress Committees vote by listing down preferences. If there is no clear majority, candidates with least votes are eliminated and second preferences are counted. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4dec/inshorts_image_1512381575017_425.jpg?resize=400px:*","http://www.hindustantimes.com/india-news/how-the-congress-elects-its-president/story-bmqLRWUfONuyIC8hNZVg8K.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"378","politics","Calling Hardik, Alpesh, Jignesh 'HAJ' is divisive: Congress","Congress leader P Chidambaram on Monday said that terming Patidar leader Hardik Patel, OBC leader Alpesh Thakore, and Dalit leader Jignesh Mevani as ""HAJ"" was ""playing the communal card and divisive politics"". This comes after posters depicted Gujarat polls as a ""RAM and HAJ"" face-off, wherein ""RAM"" stood for CM Vijay Rupani, BJP chief Amit Shah, and PM Narendra Modi.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4dec/inshorts_image_1512385411617_968.jpg?resize=400px:*","http://www.hindustantimes.com/assembly-elections/hardik-alpesh-jignesh-sons-of-gujarat-calling-them-haj-is-divisive-politics-cong/story-dfBOi8QCpHN2ToFl9N4yjJ.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"379","politics","Babri Masjid demolition broke the nation's heart: Lalu Yadav","RJD chief Lalu Prasad Yadav has said that the Babri Masjid demolition broke the nation's heart 25 years ago and the wounds have still not healed. The issue was brought up by the BJP to divert attention from the backward classes following the implementation of the Mandal commission report on job reservations, he alleged.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/5dec/inshorts_image_1512463691219_216.jpg?resize=400px:*","http://www.hindustantimes.com/india-news/babri-masjid-demolition-broke-india-s-heart-says-lalu-prasad/story-xoT2q2F6EjQLDYJEMogfnN.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"380","politics","89 nominations filed for party President post: Congress","The Congress Central Election Authority on Monday said it has received 89 nominations for the Congress party President post. The committee added that an election will be conducted on December 16 if the received nominations name anyone other than Congress Vice President Rahul Gandhi. If unopposed, Gandhi will be elevated to the post of Congress President, it further said.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/12dec/5/tfc4blfk-2-1512467388919.jpg?resize=400px:*","https://www.aninews.in/news/national/general-news/89-nominations-filed-for-party-president-post-congress-cec201712042005560001/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"381","politics","Rahul posts new tweet on price rise after maths goof-up","After goof-up in calculations in his tweet questioning PM Narendra Modi on the issue of rising prices, Congress Vice-President deleted it and posted a corrected version. Gandhi had posted the wrong increase percentage in the list of essential commodities he shared along with his tweet. For instance, the list showed cylinder price rise to ₹742 from ₹414 as 179% increase.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/5dec/inshorts_image_1512461943103_915.jpg?resize=400px:*","http://www.india.com/news/india/gujarat-assembly-elections-2017-rahul-gandhi-deletes-tweet-questioning-pm-narendra-modi-on-price-rise-posts-new-one-2715188/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"382","politics","Not returning to AAP: Yogendra Yadav, Prashant Bhushan","Dismissing reports on the possibility of returning to Aam Aadmi Party (AAP), former party leaders Yogendra Yadav and Prashant Bhushan said the party ""betrayed all ideals of the anti-corruption movement"". Calling it ""absurd"", Bhushan retweeted a report over the same which quoted AAP leader Kumar Vishwas. Yadav and Bhushan were expelled from AAP in 2015 following alleged anti-party activities. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4dec/inshorts_image_1512392932278_509.jpg?resize=400px:*","http://www.hindustantimes.com/delhi-news/yogendra-yadav-prashant-bhushan-say-no-possibility-of-returning-to-aap/story-JpV7QD7ov3SXIUvAvQIsTJ.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"383","politics","Delhi's political pollution causing air pollution: Mamata","Talking about the recent concerns over rising pollution in Delhi-NCR, West Bengal CM Mamata Banerjee suggested that the capital's ""political pollution"" was causing so much air pollution. Pointing out that Sri Lankan cricketers had to wear masks while playing a Test match at Feroz Shah Kotla, Banerjee said, ""From political pollution to weather pollution, Delhi represents it all.""","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/5dec/inshorts_image_1512468845427_852.jpg?resize=400px:*","http://www.hindustantimes.com/sports/political-to-weather-pollution-delhi-has-it-all-mamata-banerjee-on-cricketers-in-masks/story-JTbuvFaWIyqRMgQIr5s2UP.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"384","politics","Rahul files nomination for post of Congress party President","Congress Vice President Rahul Gandhi on Monday filed his nomination papers for the election to the post of party President at the All India Congress Committee headquarters. He was accompanied by the current party President Sonia Gandhi, former PM Manmohan Singh and senior Congress leaders. There will be over 75 nomination forms filed in favour of Rahul Gandhi, reports said.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4dec/inshorts_image_1512365975701_170.jpg?resize=400px:*","https://www.thequint.com/news/politics/rahul-gandhi-congress-president-elections-nominations?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"385","politics","Shehzad hoon, shehzada nahin: Poonawalla on Rahul Gandhi","Slamming Congress Vice President Rahul Gandhi, Maharashtra Congress Secretary Shehzad Poonawalla on Sunday said, ""Main Shehzad hoon, shehzada nahin. (I am Shehzad Poonawalla, not a prince)."" Terming himself a whistleblower, Poonawalla said the Congress internal polls were rigged in the favour of Rahul Gandhi. He also thanked PM Narendra Modi for supporting his allegations and praising him.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4dec/inshorts_image_1512381740745_802.jpg?resize=400px:*","https://www.aninews.in/news/national/general-news/shehzad-hoon-shehzada-nahin-poonawalla-furthers-attack-on-rahul-gandhi201712031833140001/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"386","politics","Jaya's statue installed in TN ahead of 1st death anniversary","AIADMK party workers installed life-size bronze statues of former Chief Ministers J Jayalalithaa and MG Ramachandran alongside the existing CN Annadurai statue in Tamil Nadu's Coimbatore on Sunday. This comes ahead of Jayalalithaa's first death anniversary on December 5, 2017. The AIADMK celebrated MGR's centenary on Sunday, where over 4,000 police personnel were reportedly deployed.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/5dec/inshorts_image_1512443514260_432.jpg?resize=400px:*","http://www.india.com/news/india/jayalalithaas-first-death-anniversary-massive-statues-of-amma-mgr-installed-alongside-annadurai-in-coimbatore-2713272/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"387","politics","Congress' Guj manifesto promises cheaper electricity, fuel","The Congress released a 60-page manifesto ahead of Gujarat Assembly polls, which promises electricity at half the present price and reduction in fuel rates by ₹10 per litre. The manifesto also promises a 'special category' reservation for Patidar community and ₹4,000 monthly compensation for unemployed youth. Single women with no houses will be given subsidised accommodation, it added.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/5dec/inshorts_image_1512446571311_970.jpg?resize=400px:*","http://indiatoday.intoday.in/story/congress-new-gujarat-manifesto-fuel-rates-to-be-slashed-and-electricity-to-cost-less/1/1103198.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"388","politics","Actor Vishal to contest bypolls for Jayalalithaa's seat","Actor Vishal has filed his nomination papers for the upcoming bypolls for RK Nagar seat, which was previously held by late CM Jayalalithaa and has been vacant since her demise in 2016. Other candidates who filed their nominations for the bypoll include rebel AIADMK leader TTV Dhinakaran and DMK's Marudhu Ganesh. Meanwhile, the ruling AIADMK faction nominated E Madhusudhanan. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4dec/inshorts_image_1512400687445_427.jpg?resize=400px:*","http://www.newindianexpress.com/entertainment/tamil/2017/dec/04/delay-in-civic-polls-bad-state-of-hospitals-are-some-reasons-for-contesting-in-rk-nagar-bypoll-act-1717960.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"389","politics","Poonawalla thanks PM Modi for praise, says Cong insulted him","Thanking Prime Minister Narendra Modi for his praise, Congress leader Shehzad Poonawalla on Sunday said that he had contacted party Vice President Rahul Gandhi's office during the day but was insulted. Poonawalla said that Congress had ""no place for Shehzad (himself), but for shehzada (Rahul Gandhi)”, alleging that the party President's election is rigged to favour Rahul Gandhi.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4dec/inshorts_image_1512372073541_809.jpg?resize=400px:*","http://www.newindianexpress.com/nation/2017/dec/03/shehzad-poonawalla-thanks-prime-ministers-office-for-modis-praise-says-rahul-gandhis-office-insu-1717643.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"390","politics","Sonia to be Congress Adviser post Rahul's elevation: Reports","Congress Chief Sonia Gandhi is reportedly going to be the adviser of the party after Rahul Gandhi's elevation to the post of party President. Priyanka Gandhi is expected to continue as the party strategist and an adviser to Rahul. While the elections for the post will be held on December 16, no candidate other than Rahul has filed their nomination.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/5dec/inshorts_image_1512457973622_995.jpg?resize=400px:*","http://www.newindianexpress.com/nation/2017/dec/05/with-rahul-gandhis-elevation-as-congress-chief-sonia-to-be-adviser-priyanka-a-strategist-1718753.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"391","politics","Those opposing bullet train can take bullock carts: PM Modi","In response to Congress' criticism of the bullet train project connecting Ahmedabad and Mumbai, Prime Minister Narendra Modi on Sunday said those opposing the bullet train project should travel on bullock carts. Addressing an election rally in Gujarat, he further said the Congress was opposing the project as the UPA government also wanted the project but failed to get it.\n\n","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4dec/inshorts_image_1512369539674_763.jpg?resize=400px:*","http://www.hindustantimes.com/assembly-elections/those-opposing-bullet-train-can-take-bullock-carts-says-pm-modi/story-YJs2s2xQJC1Mmyjj84rSAM.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"392","politics","Ready to find bride for Lalu's son Tej Pratap: Bihar Dy CM","A day after his son's wedding, Bihar Deputy CM Sushil Kumar Modi tweeted he was ready to find a bride for RJD President Lalu Prasad Yadav's son Tej Pratap. Earlier, Tej had threatened to beat Modi and disrupt his son's wedding, after which the wedding venue was reportedly changed. However, Tej later clarified his words weren't to be taken literally. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4dec/inshorts_image_1512402367351_221.jpg?resize=400px:*","https://twitter.com/SushilModi/status/937560640692011008?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"393","politics","Babri dispute can be settled by evidence, not faith: Owaisi","Slamming the Sangh Parivar for demanding the settlement of the Babri Masjid dispute on the basis of 'aastha' (faith), AIMIM chief Asaduddin Owaisi said the matter can be settled only through evidence. Stating that the case was still pending in the court, he criticised Vishva Hindu Parishad leaders' statements promising the construction of Ram Temple by next year.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/5dec/inshorts_image_1512463126535_421.jpg?resize=400px:*","http://www.thenewsminute.com/article/babri-masjid-case-cant-be-decided-faith-says-asaduddin-owaisi-72647?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"394","politics","Is BJP govt only for the rich? Rahul Gandhi asks PM Modi","Raising the issue of rising prices under the BJP-led government, Congress Vice-President Rahul Gandhi asked PM Narendra Modi if the government is there only to serve the rich. Mentioning the hardships people suffered due to GST and demonetisation in his tweet, Gandhi also shared a list showing rise in prices of essential items in 2017 as compared to 2014.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/12dec/5/xt7i4mbb-1-1512455824660.jpg?resize=400px:*","http://www.india.com/news/india/gujarat-assembly-elections-2017-rahul-gandhi-questions-pm-narendra-modi-over-price-rise-asks-if-bjp-government-only-for-rich-2714478/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"395","politics","Is RSS head Mohan Bhagwat India's Chief Justice, asks Owaisi","Questioning RSS chief Mohan Bhagwat's remarks on building Ram Mandir in Ayodhya, AIMIM President Asaduddin Owaisi on Monday asked if he was the Chief Justice of India. This comes ahead of the commencement of the final hearing on the Ayodhya dispute in the Supreme Court on December 5. Earlier, the apex court had recommended an out-of-court settlement for the dispute.  ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4dec/inshorts_image_1512398827623_588.jpg?resize=400px:*","https://www.outlookindia.com/website/story/is-rss-chief-mohan-bhagwat-the-chief-justice-of-india-asks-owaisi/305143?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"396","politics","Rahul darling of Cong, will carry forward traditions: Ex-PM","Terming Congress Vice President Rahul Gandhi as ""a darling of the Congress"", former PM Manmohan Singh on Monday said that this will be a new chapter for the party as Gandhi will carry forward the great traditions of the party. This came after Gandhi filed his nomination for the party President's post at All India Congress Committee headquarters.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4dec/inshorts_image_1512374540417_721.jpg?resize=400px:*","http://www.newindianexpress.com/nation/2017/dec/04/rahul-gandhi-files-nomination-manmohan-says-he-is-a-darling-of-the-congress-and-will-carry-forward-1717936.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"397","politics","No newspaper ads in Gujarat on Dec 8, 9 without EC clearance","The Election Commission on Monday ordered that no newspaper advertisements shall be published on December 8 and 9 in Gujarat without prior clearance. The policy comes after instances of ""advertisements of offending and misleading nature"" were reported to the EC. The commission also directed newspapers to be informed against bringing out advertisements that were not cleared by it. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4dec/inshorts_image_1512405581937_206.jpg?resize=400px:*","http://www.hindustantimes.com/assembly-elections/ec-says-no-newspaper-ads-in-gujarat-on-dec-8-9-without-clearance/story-TjeZ0xl2jDPf5NEOzJ4PJJ.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"398","politics","Banners with Rahul as Congress President seen at party HQ","Ahead of Congress Vice President Rahul Gandhi's expected elevation as party president, banners projecting him as the party head were seen outside Congress' headquarters in Delhi. The last date for filing of nominations was December 4 and the party has received 89 nominations. However, the names of the candidates who were nominated have not yet been disclosed. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/5dec/inshorts_image_1512465249098_899.jpg?resize=400px:*","https://twitter.com/ANI/status/937965937008898048?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"399","politics","Twitter reacts to Congress' presidential election","While the Congress is electing its new president, a user tweeted, ""Rahul Gandhi filing nominations for INC presidentship is like Uday Chopra giving auditions for Dhoom series."" Another tweet read, ""All the best to Rahul Gandhi... I think he'll win this one."" Congress Vice President Rahul Gandhi was declared the only candidate in the election. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/5dec/inshorts_image_1512478068924_373.jpg?resize=400px:*","https://repository.inshorts.com/full-page/inshorts/12cbfc4a-5b1a-45ee-99cd-85549825821a?type=DETAILED_NEWS&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"400","politics","Sharad Yadav, Ali Anwar disqualified as Rajya Sabha members","Rajya Sabha chairman Venkaiah Naidu on Monday disqualified rebel JD(U) leaders Sharad Yadav and Ali Anwar Ansari from the membership of the House. This came after Bihar CM Nitish Kumar-led JD(U) approached the Rajya Sabha chairman seeking disqualification of the two MPs for indulging in ""anti-party activities"", after Kumar withdrew from the Grand Alliance with RJD and Congress in Bihar. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/5dec/inshorts_image_1512458704450_914.jpg?resize=400px:*","http://www.hindustantimes.com/india-news/sharad-yadav-ali-anwar-disqualified-as-rajya-sabha-members/story-BJpKZot1AOZ56P1jww2jWN.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"401","politics","Was offered ₹5 crore to skip Surat rally: Hardik Patel","Addressing a rally in poll-bound Gujarat's Surat, Patidar leader Hardik Patel claimed that he was offered ₹5 crore by an unidentified businessman for not attending the rally. ""They will try to divide us, but this time we have to show them our unity,"" he added. He further urged people to not vote for the 'egoistic' BJP.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4dec/inshorts_image_1512370091091_519.jpg?resize=400px:*","http://indiatoday.intoday.in/story/gujarat-election-hardik-patel-offered-5-crore-for-not-attending-surat-rally/1/1102604.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"402","politics","Why is PM suffering from Rahul phobia, asks Congress leader","Congress leader Randeep Surjewala on Monday said, ""Why is the Prime Minister suffering from Rahul Gandhi phobia? Why is he so much stressed?"" He further slammed PM Modi and the BJP President Amit Shah saying that they should also tell their ""conspiracies against LK Advani, Keshubhai Patel, Murli Manohar Joshi...who have been made a part of the party's history."" ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/4dec/inshorts_image_1512390955015_485.jpg?resize=400px:*","http://www.timesnownews.com/india/article/congress-narendra-modi-bjp-rahul-gandhi-phobia-randeep-singh-surjewala/138751?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","nxhamkeb-2"
"403","politics","Patidar leader Hardik Patel accused of sexual exploitation","The National Commission for Women (NCW) has received a complaint wherein Patidar leader Hardik Patel is accused of sexually exploiting a girl. The complaint wasn't filed by the girl herself and a team from NCW will travel to Gujarat's Surat to meet the girl. The victim said she will talk to NCW confidentially as she was scared to come forward.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/3dec/inshorts_image_1512304626093_868.jpg?resize=400px:*","http://indiatoday.intoday.in/story/ncw-team-to-meet-girl-who-claims-she-is-sexually-abused-by-hardik-patel/1/1102272.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","or2qaxx1-1"
"404","politics","Why did Cong support 'Gabbar Singh Tax' in Parliament: Singh","Slamming the Congress for terming GST as 'Gabbar Singh Tax', Union Home Minister Rajnath Singh on Saturday asked the party why it chose to support the tax regime in the Parliament. Meanwhile, Congress Vice President Rahul Gandhi asserted that GST requires reforms, adding that the party had warned the government about the consequences of ""wrong implementation"" of GST.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/3dec/inshorts_image_1512291282162_315.jpg?resize=400px:*","http://www.india.com/news/india/if-gst-is-gabbar-singh-tax-why-did-congress-support-it-in-parliament-asks-rajnath-singh-2705657/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","or2qaxx1-1"
"405","politics","Over 200 members of Congress' IT cell in Guj's Rajkot resign","A week before the first phase of the Gujarat Assembly elections, over 200 members of Congress' Information Technology cell in Rajkot on Saturday have resigned en masse. In their common resignation letter, the members alleged that they were ignored by the party. They claimed that they weren't made part of any planning despite having spent money from their own pocket.    ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/3dec/inshorts_image_1512310476785_734.jpg?resize=400px:*","http://www.india.com/news/india/gujarat-assembly-elections-2017-members-of-congresss-it-cell-of-rajkot-unit-resign-over-being-ignored-2707861/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","or2qaxx1-1"
"406","politics","BJP wins 14 out of 16 mayoral seats in UP civic polls","The Bharatiya Janata Party (BJP) has won 14 mayoral seats in the Uttar Pradesh municipal elections, while the Bahujan Samaj Party has won two seats. Notably, Lucknow has elected a woman Mayor, Sanyukta Bhatia, for the first time in 100 years. Interestingly, the BJP won the Amethi Nagar panchayat elections, which is the constituency of Congress Vice President Rahul Gandhi. ","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/1dec/inshorts_image_1512142303911_552.jpg?resize=400px:*","http://www.india.com/news/india/uttar-pradesh-nagar-palika-parishad-elections-2017-results-live-news-updates-2695825/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","or2qaxx1-1"
"407","politics","BJP, Congress trying to prove who is better Hindu: Owaisi","Slamming the BJP and the Congress for dividing India on religious lines, All India Majlis-e-Ittehadul Muslimeen chief Asaduddin Owaisi has claimed that leaders from both the parties are fighting to prove who is a better Hindu. The parties are isolating minorities by focusing on religious identities of leaders, he added. ""Did freedom fighters sacrifice themselves for this?"" Owaisi questioned.","http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/3dec/inshorts_image_1512282701329_499.jpg?resize=400px:*","http://www.timesnownews.com/india/article/aimim-asaduddin-owaisi-slams-bjp-congress-religion-debate-political-parties/137847?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle ","or2qaxx1-1"
